"",gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
ENSG00000242671,LINC02010,0,0,0,0.3765,0,0,0,0,0,0,0,0,0
ENSG00000242685,HLA-DMA,0,0.0912,0,23.2804,0,15.0598,0.0651,195.2081,16.8568,3.3322,70.0217,6.4349,2.5755
ENSG00000242686,LOC101928521,0,0,0,0,0.7877,3.0283,0,0,0,0,0,0,0.7204
ENSG00000242687,LOC101927550,0,59.7594,0.6088,1.5906,54.8329,9.9112,0.8906,403.2245,48.1685,10.755,5.3361,15.0909,19.3825
ENSG00000242689,CNTF,0.5021,0,19.9389,0,1.253,0,8.5364,0,2.7636,0,8.5542,0,1.1528
ENSG00000242711,PSMB9,6.9975,0.0461,0,0.1086,0,71.8561,3.8665,153.8911,0.9641,162.6145,0.2988,0.4493,3.2471
ENSG00000242715,CCDC169,0.4005,6.8484,4.7547,5.3891,11.2433,4.2184,5.2149,5.2822,0,29.3325,8.0065,14.2439,25.8008
ENSG00000242726,RPP21,0,0,1.3456,0,0,29.8276,0.2973,14.1576,0,0,5.8285,5e-04,1.499
ENSG00000242732,RTL5,0,49.9563,0,170.7094,0,132.3655,4.9997,207.3636,0,458.626,5.9568,82.2484,25.8971
ENSG00000242759,LINC00882,0.5139,2.7474,0,40.5612,0,10.5514,2.6933,23.302,0,101.2372,3.0889,0.7549,5.5471
ENSG00000242767,ZBTB20-AS4,2.6227,3.2319,2.1549,0,0,3.2146,0,1.5171,0,1.5535,0,0,5.009
ENSG00000242779,ZNF702P,0,0,1.1349,2.4752,0,1.71,8.0627,6.7979,16.6256,59.3341,0,4.3279,0.606
ENSG00000242802,AP5Z1,5.1668,5.6912,53.5354,82.5888,47.6223,9.9442,1092.747,298.4158,19.7054,707.5982,68.3217,12.6115,20.8021
ENSG00000242808,SOX2-OT,1.8609,2.1596,0.6668,1.0924,1.1215,5.2747,19.9623,35.1858,2.8129,28.1054,2.2591,6.8654,7.551
ENSG00000242852,ZNF709,0,0,0,0,0,2.167,0,72.73,3.6487,22.1498,22.1868,1.8734,0
ENSG00000242866,STRC,0,1.0563,0.9153,1.0145,0,24.5624,4.2737,3.558,0,6.2138,2.8863,13.8872,10.0506
ENSG00000242875,RBMY1B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242925,PLCH1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242950,ERVW-1,4.2056,38.5277,13.8485,41.9799,10.9783,7.0378,11.2147,43.7403,2.8262,78.8264,4.5159,17.24,33.7119
ENSG00000242973,LOC101926934,0,0,0,0,0,0,0,0,0,0,0,1.7751,0
ENSG00000243003,LY6G6F,0,0,0,0,0,0.3189,0,0,0,0,0,0,0.1128
ENSG00000243009,RPP21,0,0,1.3289,0,0,25.7017,0.2936,13.1867,0,0,6.1683,0,1.4805
ENSG00000243040,RBMY2FP,0,3.4454,0,0,0,0,0,0.4353,0,2.9468,5.9278,0.6686,1.1271
ENSG00000243056,EIF4EBP3,2.1387,0.82,0.7452,0.6203,4.8764,96.7165,280.867,61.9785,6.5767,77.2671,101.6971,0.8677,2.3901
ENSG00000243062,FAM163A,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243064,ABCC13,0,1.1099,0,0.3769,0,0,0,0,0,4.9948,0,1.5626,0
ENSG00000243067,PSMB9,0,0.0488,0,0.1149,0,26.6024,3.4404,124.1814,1.1485,96.2398,0.3162,0.4754,1.933
ENSG00000243069,ARHGEF26-AS1,14.6411,15.7283,64.2437,15.8887,17.7351,1.3124,146.3356,6.7302,16.5927,152.4019,34.1604,3.2857,29.3443
ENSG00000243073,PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243083,LINC00870,0,0,0,0,0,0,22.032,0,0,0,1.7323,10.1357,5.8343
ENSG00000243130,PSG11,0,0,0,0,0,2.562,2.9834,0,0,0,0.3455,0,0
ENSG00000243135,UGT1A3,0,56.677,840.8344,0,0,12.3999,3e-04,51.7672,37.9858,85.0505,0,121.2235,10.2042
ENSG00000243137,PSG4,0,0,0,1.4063,0,0,52.4187,0,0,0,0,0,2.5309
ENSG00000243147,MRPL33,0,84.3929,93.1187,70.2534,2.6296,240.5946,27.0771,164.1416,7.1772,308.5743,3.3151,329.6263,13.4531
ENSG00000243150,LOC100996447,13.7474,0,0,26.4065,0,0,32.1532,0,0.4332,0,0,0,0
ENSG00000243156,MICAL3,5.4729,31.7107,0,58.9358,0,35.7221,11.2383,532.5977,261.0734,1201.2837,59.9923,39.1693,121.3095
ENSG00000243189,HLA-DMA,0,0.0912,0,23.2804,0,15.0598,0.0651,195.2081,16.8568,3.3322,70.0217,6.4349,2.5755
ENSG00000243207,PPAN-P2RY11,0,0,2.1522,0,0,0,0,3.8683,0,0,0,0,0
ENSG00000243215,HLA-DMA,0,0.0912,0,23.2804,0,15.0598,0.0651,195.2081,16.8568,3.3322,70.0217,6.4349,2.5755
ENSG00000243224,LOC101929054,1.3966,0,0,0,0,0,0,0,0,0.8229,0,0,0.7882
ENSG00000243232,PCDHAC2,0.4145,0,1.1211,1.0686,0,2.6834,14.9847,0,0,1.6483,2.337,0,0
ENSG00000243244,STON1,5.8886,343.2979,0.8092,5994.2967,12.1094,0,1.8919,284.1685,0.4374,675.659,4.2887,0,20.2553
ENSG00000243251,PGBD3,24.9468,0,1.3231,0,0,0,0.7512,13.4514,16.1651,24.3977,1.0663,10.2819,0
ENSG00000243279,PRAF2,0,0,0,3.0863,0,142.069,1.7947,373.6335,0,137.7792,33.8808,59.6256,4.4214
ENSG00000243284,VSIG8,0,0,0,55.5011,0,0,0,1.5184,0,0,0,1.1205,1.8035
ENSG00000243316,GUCY2GP,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243317,C7orf73,15.2872,453.1651,7.1095,418.6959,46.2962,818.9648,282.0445,34.0878,943.0812,381.187,11.516,22.1676,60.8544
ENSG00000243319,FGF14-IT1,0,12.234,4.4821,0,0,0,0,0,0,5.1537,0,0,1.3401
ENSG00000243321,LINC01998,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243323,PTPRVP,0,3.9066,0,0.3933,1.2254,1.5289,0.7443,1.9102,0,13.7286,0,19.9274,4.7564
ENSG00000243335,KCTD7,0,4.1195,0,291.5119,3.7557,268.0161,59.8051,188.0189,0,12.1973,2.2268,0.5531,29.0142
ENSG00000243364,EFNA4,0,20.8179,0,441.4354,0,123.585,96.7456,561.1402,0,6.5283,15.1952,70.2595,6.3936
ENSG00000243406,MRPS31P5,33.5611,0,2.6557,5.0869,0,4.0009,0,55.5599,26.9902,0,1.9752,0.7934,14.2177
ENSG00000243414,TICAM2,0,6.3465,0,0.6844,0,0,36.3388,0.2738,0.4728,0,36.3995,0.9276,31.2306
ENSG00000243440,LOC388813,0,0,0,0,0,0,0,0,0,0,0,0,2.6378
ENSG00000243441,OR5V1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243444,PALM2,2.2841,149.2262,522.6551,2.4322,0,13.4516,8.3392,5.7675,1.5283,187.0155,24.199,4.4077,60.9678
ENSG00000243449,C4orf48,0,0,0,12.3324,0,99.1388,0,25.6099,1.3689,13.8366,0,0,1.8364
ENSG00000243468,INGX,0,0,0,0.979,0,0,0,5.2886,0,0,1.041,0,0
ENSG00000243477,NAT6,5.3521,5.3511,0,1.311,0,0,4.8269,7.3039,0,1.5513,2.8455,1.7037,1.2206
ENSG00000243479,MNX1-AS1,0,0,0,0,0,0.6754,0,0,0,0,0,1.1201,0
ENSG00000243480,AMY2A,0,0,0,0,0,0,0.7463,0,0,2.4427,0,0,0
ENSG00000243485,MIR1302-2,0,0,0,0,0,0,0,2.6709,0,0,0,0.3694,0
ENSG00000243489,KRTAP10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243492,HLA-L,0,1e-04,2e-04,5.2379,0,2e-04,0,0,0,0,0,0,0
ENSG00000243496,HLA-DOB,0,0,0,0,0,0.5961,0.3131,0,0,0.1182,4.0143,0,0
ENSG00000243509,TNFRSF6B,3.3553,0,0,2.4586,0,14.6236,0.5532,53.3866,0,4.8399,0,6.6222,2.0405
ENSG00000243543,WFDC6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243566,UPK3B,0,0,0,0,0,0,0,1.0299,6.8247,7.2435,1.1292,1.1125,0
ENSG00000243570,CFB,3593.3893,270.4992,2847.3651,12.9058,0.5927,152.8891,4733.1992,38.1291,975.3155,426.8206,2897.3146,893.258,42.0049
ENSG00000243593,LINC02049,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243594,PSMB9,0,0.0279,0,0.1076,0,24.9098,3.2215,116.2804,1.0755,89.7908,0.2539,0.4047,1.7734
ENSG00000243612,HLA-DOB,0,0,0,3.3192,0,0.5008,0.263,36.7889,0,0.0993,3.9837,0,0
ENSG00000243627,LOC388820,0,0,0,0,0,0,0,0,0,0,0,1.4793,0
ENSG00000243629,LINC00880,0,2.2029,1.1128,0.5413,0,0,2.3832,1.3634,0,2.7245,0,0,1.0818
ENSG00000243641,OR13C7,0,1.4262,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243646,IL10RB,19.8247,73.5808,8.6005,4.0539,12.3641,21.6126,304.2631,322.1615,2.1386,698.0363,3.0257,17.5261,59.2468
ENSG00000243649,CFB,29167.8415,297.8679,58.8092,307.932,1.477,1041.0923,7878.3029,3046.6193,2216.9518,524.6526,11061.9157,5613.5814,38.0004
ENSG00000243667,WDR92,16.9578,59.0113,1.0348,67.6826,3.4069,10.7898,0.7384,48.4655,1.8845,42.8153,1.5279,4.4058,9.6293
ENSG00000243678,NME2,143.4483,1538.6105,472.5875,4.3362,31.6182,4907.4848,592.3767,2072.8181,834.5117,183.301,508.5396,1829.5566,56.1082
ENSG00000243694,LINC02027,3.0254,0,7.8681,0,0,0,41.488,0,28.3176,8.637,0,49.247,2.1002
ENSG00000243701,DUBR,0,0,0.6319,18.9064,0,12.6287,0.4494,12.1396,0,200.3492,0,0,21.8105
ENSG00000243708,PLA2G4B,0.2478,0,1.3386,1.5074,0,236.2385,0.8988,174.6641,0,2011.0856,109.5109,11.4634,20.0511
ENSG00000243709,LEFTY1,0,0,0,13.1425,0,2.5381,0,0,0,11.1477,3.8762,5.2513,0
ENSG00000243710,CFAP57,0,0,2.0777,0,0,42.4132,232.7758,0.117,114.7026,1.3183,22.5507,0,5.1647
ENSG00000243715,CACNA2D3-AS1,0,0,0,4.4572,0,0,0,0,0,0,0,0,1.0138
ENSG00000243716,NPIPB13,4.8135,124.1588,58.7413,388.2261,332.7827,119.9676,2602.7349,2584.6328,61.5421,1825.3177,1771.335,777.8553,562.263
ENSG00000243719,HLA-DMA,0,0.0912,0,23.2804,0,15.0598,0.0651,195.2081,16.8568,3.3322,70.0217,6.4349,2.5755
ENSG00000243725,TTC4,0.4409,130.5207,11.2561,0.8386,2.5212,213.4892,250.817,288.992,0.6047,424.8247,130.8315,20.9752,22.0694
ENSG00000243729,OR5V1,0,0,0,0,0,0,0,0,0,0,0,0,0.6802
ENSG00000243742,RPLP0P2,0,0,0,1.5039,0,71.8549,32.5664,34.7845,0.3765,1.9212,13.4333,3.4794,3.0627
ENSG00000243749,TMEM35B,6.341,0,50.8273,69.445,5.5835,268.2688,291.3271,1562.0872,0.7279,617.1627,88.8605,269.599,3.1366
ENSG00000243753,HLA-L,0,3e-04,24.0313,49.7384,0,1e-04,0,0,0,29.7045,7.3255,2.166,0.0019
ENSG00000243772,KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243775,OSTCP1,0,1.7907,1.083,10.611,5.9207,2.6936,13.3255,8.8002,0,0.8887,7.3796,0,3.6953
ENSG00000243789,JMJD7,0,0,0,134.8866,0,49.152,0.5862,1.2505,0,56.5801,7.2033,0,14.4863
ENSG00000243795,LINC02044,0,0,0,0,0,0,9.2195,0,0,0,0,0,0
ENSG00000243804,LY6G6F,0,0,0,0,0,0.3189,0,0,0,0,0,0,0.1128
ENSG00000243811,APOBEC3D,0,0.0606,2.7484,278.643,0,0,0,8.2899,0,4.5687,3.323,14.7506,11.9748
ENSG00000243818,LOC100507389,0,92.9108,3.6212,0,3.4252,0,16.1841,1.0888,73.921,0.6905,898.1507,3.0487,2.5953
ENSG00000243832,LINC02000,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243836,WDR86-AS1,0,5.6568,0.6252,0,0,2.3402,1.1032,4.3983,0,0,0,0,0
ENSG00000243849,CFAP44-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243896,OR2A7,0,9.2577,3.1453,23.4981,18.2159,4.4527,0,11.3209,37.0602,51.6118,2.0223,0,3.037
ENSG00000243897,EGFL8,1.9257,0,0.2162,0,0.1978,19.9113,0.7437,9.0609,1.647,18.7083,22.3028,6.1352,0
ENSG00000243902,ELFN2,0,0,0,0,0,0,0.8381,0,0,0,0,0,0
ENSG00000243910,TUBA4B,0.9991,0,0,0,0,0,0,0,0,2.5933,0,0,0
ENSG00000243927,MRPS6,17.6906,20.6343,0,1231.541,4.8567,48.3945,24.9937,1536.1599,7.5362,308.1877,0,777.6504,14.2064
ENSG00000243943,ZNF512,0,131.6485,0,262.5338,39.9393,27.1848,0,490.4966,1.7732,392.3696,6.5219,50.078,161.3721
ENSG00000243953,LOC105374171,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243955,GSTA1,51.0871,26.7933,1222.7393,0,0,3.0866,844.4181,1.058,3935.5028,1292.9549,600.6495,1754.5216,51.0112
ENSG00000243958,PSMB9,0,0.0493,0,0.116,0,76.761,4.1304,162.919,1.03,177.4495,0.3192,0.48,3.4687
ENSG00000243978,RTL9,0,1.2286,0,0,0,35.2206,0,0,0,0,0,2.2873,0
ENSG00000243989,ACY1,1644.5242,200.468,270.2261,77.8504,1.3036,4.8288,1047.0603,878.6124,652.152,162.5574,489.1821,1303.324,25.2306
ENSG00000244005,NFS1,320.8808,6.8949,0.8469,163.1005,0,778.4062,766.0217,63.2175,24.6218,31.4084,56.0431,9.9325,21.6902
ENSG00000244020,MT1HL1,0,0,0,0,0,0,1.1456,0,0,0,0,0,0
ENSG00000244025,KRTAP19-3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244026,FAM86DP,0,12.1229,1.1354,9.7365,0,0,15.5757,42.068,0,8.4505,0,3.2837,4.6662
ENSG00000244038,DDOST,147.0086,349.0906,136.3759,968.2289,73.3469,1608.8192,48.5901,3026.4684,148.1437,263.602,233.2907,7515.2452,79.8079
ENSG00000244040,IL12A-AS1,0,0,0,0,0,0.5354,0.6159,0.9362,0,2.5937,0,3.1153,0
ENSG00000244041,LINC01011,0,0,0,10.3413,0,27.2069,0,189.1204,2.9089,29.8438,1.097,0,1.9059
ENSG00000244045,TMEM199,44.7655,225.6811,32.0915,3.0746,14.3157,54.8409,34.3384,1031.9349,9.7524,380.0703,120.1418,837.1757,15.4095
ENSG00000244057,LCE3C,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244067,GSTA2,0,12.5022,397.2381,0,0,0,2.6292,0,168.2838,531.0709,1.1986,99.381,9.2151
ENSG00000244094,SPRR2F,0,0,0,3.0116,0,0,0,0,0,0,0,0,0
ENSG00000244115,DNAJC25-GNG10,8.9133,0.1045,9.5302,438.8942,8.4105,260.8132,7.4192,81.0347,4.1555,150.069,246.0285,225.9404,45.2362
ENSG00000244122,UGT1A7,0.4593,0,0,0,4.5455,0,576.3726,0.414,1130.3646,1.7415,1.1973,0,4.8686
ENSG00000244161,FLNB-AS1,0,0,0,11.0143,0,0,4.3612,0,6.1809,70.3547,1.066,10.4679,20.7463
ENSG00000244165,P2RY11,6.744,0,0.8777,53.0017,15.4628,173.1525,33.9917,30.044,0,12.6605,11.654,1.0261,8.4798
ENSG00000244184,LOC101559451,0,0,0,0,0,0,0,1.5107,0,2.3249,2.2024,64.7373,0
ENSG00000244187,TMEM141,0,2.4355,49.0022,17.671,0,25.2486,31.8758,443.6747,11.4221,280.2775,372.5349,77.9877,11.7813
ENSG00000244203,FOXP1-AS1,4.1502,1.5265,0.7973,0,0,0,0,4.1242,0,7.481,2.2072,9.1928,2.1734
ENSG00000244207,C4A,2495.1929,34.7363,13.3888,94.0668,0,814.4411,161.5541,138.5455,17.0129,495.8,509.2778,281.742,28.1168
ENSG00000244215,LINC02016,0,0,0,0.3418,0.7976,0,0.7867,4.5867,0,1.3092,0,0,2.1458
ENSG00000244219,TMEM225B,0,3.3331,0,4.5729,0,1.0119,2.2071,50.4751,0,6.8036,0,2.0835,0
ENSG00000244227,LRRC77P,0,1.1623,0,29.1287,0,0,0,15.4742,0,0,0,1.8267,0.3731
ENSG00000244231,CSPG4P1Y,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244242,IFITM10,0.402,17.4599,0,7.4944,0,13.6137,0,0,1.6956,0,0,1.1132,6.9734
ENSG00000244247,LINC01995,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244274,DBNDD2,7.6114,1.3521,0,723.604,0,128.6023,0,71.5975,45.2548,393.0546,43.7674,13.3551,1.7511
ENSG00000244280,ECEL1P2,0,0,0,37.6453,0,0,0,0,0,0,0,0,0
ENSG00000244302,PEX5L-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244306,LINC01296,0,9.9147,2.5565,25.5002,1.7916,12.2619,41.9093,50.3419,36.2014,4.5743,3.6181,3.3886,1.7096
ENSG00000244342,LINC00698,0,0,0,1.0957,0,0,0,1.8251,0,1.6896,0,0,3.3776
ENSG00000244355,LY6G6D,0,0,0,0,0,3.03,0,0,0,0,0,0,0.1296
ENSG00000244362,KRTAP19-7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244383,FAM3D-AS1,0,0,3.3921,0.3319,0,0,0.885,0,0,3.4877,0,1.0595,0
ENSG00000244395,RBMY1D,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244405,ETV5,5.8052,7.1366,182.4432,711.0589,6.4289,17.7665,94.1795,285.8804,0.6911,138.8296,7.1865,48.858,113.9153
ENSG00000244411,KRTAP5-7,0,0,0,0,0,0,3.3525,0,0,0,0,0,0
ENSG00000244414,CFHR1,1190.7303,1724.2091,7512.7318,1452.772,9.087,170.8565,1255.7678,314.5259,1880.0879,1160.8942,1669.3263,503.2315,23.8077
ENSG00000244444,EGFL8,0.2402,0,0.0317,0,0.0379,0,11.7,7.8092,1.4195,9.5712,2.8258,1.154,0
ENSG00000244462,RBM12,1803.2632,278.1408,4.1196,3934.12,0.955,452.6564,630.2473,39.4284,18.3318,724.382,94.9519,1.2234,287.3005
ENSG00000244474,UGT1A4,157.0789,6360.2514,2492.4515,0,0,0,0,99.5105,41.9926,886.6139,422.0898,345.3994,14.3823
ENSG00000244476,ERVFRD-1,0.8153,0,1.1133,0.4411,0,0.6614,0,0,2.4641,4.8974,0,0.6029,3.4116
ENSG00000244482,LILRA6,41.5904,8.7487,0,0.3762,0,0,0.2937,0.7976,0,26.8142,0,0.7087,5.5104
ENSG00000244486,SCARF2,0,35.256,0,64.8776,0,0,0,475.1207,0,605.2975,21.3156,159.3248,4.6072
ENSG00000244502,HDAC11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244509,APOBEC3C,0,5.6409,12.7598,4428.7288,0,90.0637,0.9463,19.4623,0,486.5418,269.1746,79.0196,22.8437
ENSG00000244537,KRTAP4-2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244541,LINC01213,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244560,LOC155060,1.4182,27.1361,1.0963,317.8433,26.8729,65.87,127.05,2.8389,0,89.4916,1.0718,243.4022,56.0431
ENSG00000244578,LINC01391,0,0,0,0.3765,0,0,0,0,0,0,0,0,0
ENSG00000244588,RAD21L1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244607,CCDC13,0,6.1153,0,0.5797,0,0,24.3291,0,0,38.8269,38.0294,10.2632,2.2668
ENSG00000244617,ASPRV1,0.8638,0,0,46.7071,1.1653,0,0,0.3967,0,0,1.1128,32.1198,1.0644
ENSG00000244623,OR2AE1,0,1.1644,0,0,2.5269,0,0,0,0,1.2574,0,0,0
ENSG00000244624,KRTAP20-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244672,LY6G5B,0,0,0.1487,0.226,0,39.7057,107.7481,47.4921,0,3.3484,0.6448,182.5851,0
ENSG00000244681,MTHFD2P1,0,0,4.5843,81.9389,1.4383,13.0408,4.7858,137.956,0,9.9454,1.4153,3.2195,5.2599
ENSG00000244687,UBE2V1,139.4721,265.2418,5.6312,2021.7172,1.5341,1432.4874,26.0075,386.9866,3873.1207,756.3713,13.3949,1274.3157,80.0208
ENSG00000244693,CTAGE8,1.7991,112.7924,0,0,14.6529,29.2119,0,0,72.8699,134.4405,11.6331,0.9696,5.364
ENSG00000244694,PTCHD4,0,0,0,176.3264,0,6.0987,2.6713,1.4326,0,2.7573,16.6326,2.3611,3.537
ENSG00000244695,HCG17,0,0,0,0.0613,0,0,0,0,0,2.4054,0,0,0
ENSG00000244721,HLA-L,1.5821,16.9064,8.4284,0,0,8.5063,1.7046,5.9853,1.8315,23.1761,20.5798,3.082,13.3167
ENSG00000244731,C4A,4479.6833,20.4502,737.8332,54.743,0.3158,1291.3714,4469.5808,805.6331,1675.0065,1722.1626,5011.058,2111.5321,166.6017
ENSG00000244734,HBB,5.9101,536.5268,20.1893,170.8257,9.6182,6614.3422,645.6734,40.2911,293.3085,0.8613,0,7.1371,465.185
ENSG00000244752,CRYBB2,0,0,0,0,0,0,10.436,67.3566,0,0,1.0645,0,0.6745
ENSG00000244754,N4BP2L2,51.0344,8.2839,51.5468,729.8131,3.0394,30.6367,2537.6115,18.2521,453.3293,1619.8153,66.6157,361.7223,332.8318
ENSG00000244791,LOC101927657,0,3.5134,1.6223,1.5116,0,0,3.5316,2.5161,6.5076,0,0,0,0
ENSG00000244879,MIR4712,0.1895,10.6377,98.5489,132.1144,1.4696,523.124,900.9327,1034.1867,0,2604.2504,34.799,79.5236,109.1437
ENSG00000244926,ALKBH3-AS1,0,3.2147,3.9891,4.9552,0,6.9544,1.7811,0,2.6878,0,0,0,0
ENSG00000244945,LOC101928445,0,0,0,0,3.8609,0,0,0,0,1.8765,0,1.4235,2.4207
ENSG00000244968,LIFR-AS1,0,1.1098,0.814,1.7683,5.3587,10.8101,6.1732,8.5414,2.6072,91.4499,4.9375,3.8983,10.3323
ENSG00000245008,LOC101929538,3.7298,3.7467,4.769,0.1463,10.479,1.9982,0,0.3684,0,21.8492,0,0,0
ENSG00000245017,LOC643770,0,0,0,0,10.7874,0,0,0,0.3393,0,0.6381,0,20.1708
ENSG00000245025,LOC107986927,1.5374,0,2.265,0,0,1.5401,0,0,6.1892,22.0222,0,0,0
ENSG00000245060,LINC00847,9.4772,6.8821,0.849,100.6557,13.4108,147.6747,169.6395,51.5243,5.8201,310.6926,12.9287,0,11.27
ENSG00000245067,IGFBP7-AS1,0,0,0,73.5698,0,6.2571,0,25.2834,0,1.4657,10.0817,0,2.526
ENSG00000245080,MIR3150B,0,0,3.1557,0,0,0,0,2.1174,0,0,0,0,0
ENSG00000245105,A2M-AS1,0,0,1.2335,29.1243,1.1935,47.2081,0.9382,1.0337,1.3341,0,0,0,1.3175
ENSG00000245112,SMARCA5-AS1,0.3691,0,0,0,0,0,0,0,0,0,0,2.1685,0
ENSG00000245146,LINC01024,0.278,9.3155,0.7399,5.8306,5.1348,104.8925,77.0488,16.2575,1.2383,73.3923,18.7193,1.2213,13.139
ENSG00000245149,RNF139-AS1,0,13.7662,0,48.9496,7.7562,13.4855,0.4337,117.1831,0,0.4796,2.3227,2.0991,2.5452
ENSG00000245164,LINC00861,0,6.7453,0.5483,12.3655,0.6544,25.2885,0,37.9614,0,268.8546,148.4121,17.2227,1.1699
ENSG00000245213,LOC101930370,2.8296,0,4.6728,4.5081,4.6426,3.1903,0,0.3789,0,45.7924,0.9776,8.3637,0.9926
ENSG00000245281,LOC101929066,0,0,0,19.5961,0,11.7972,2.8757,2.6479,0,1.8329,1.736,24.5393,1.1002
ENSG00000245293,LOC101929595,0,0,0,0.2494,0,8.6653,0,1.834,0,0,0.6242,0,0.6285
ENSG00000245311,ARNTL2-AS1,0,2.0197,0,0,0,0,4.8279,0,0,0,0,0,0
ENSG00000245317,LOC100996419,3.1692,0,0,66.916,0,0.6783,19.5199,0,0,0,0,21.4829,1.703
ENSG00000245322,LOC256880,0,0,0,0,0,0,0,0,0,0,0,0.9132,0.8783
ENSG00000245384,CXXC4-AS1,0,0,0,0,0,4.8056,6.3584,1.2872,0,4.9795,0,5.5239,0.5352
ENSG00000245466,LOC101928075,0,0,2.2724,0,0,0,0,0,0,2.5087,0,2.4826,0
ENSG00000245479,LINC01585,0,0,0,0.8808,0,0,2.4463,1.1935,0,2.342,2.2405,8.2079,1.0398
ENSG00000245498,LOC100507283,0.4326,6.0577,44.4619,3.7736,2.5862,1.4246,0,10.7342,0,25.1555,3.4624,1.3564,18.3475
ENSG00000245522,LOC440028,0,0,0,0.4839,0,0.6755,0,0,0,0,0,0,2.0321
ENSG00000245526,MIR9-2,0,0,0,0,0,0,0,0.3116,0,0,0,0,0
ENSG00000245532,NEAT1,1.916,925.8783,3436.4349,3619.7583,21933.2464,2484.3488,94772.0319,13296.4707,10328.0532,33756.8142,26560.4335,14035.7836,24049.5094
ENSG00000245534,RORA-AS1,0,3.8025,1.3153,0,0,0,2.362,0,1.6393,17.2452,0,0,4.0339
ENSG00000245552,LOC101929295,21.7517,0,0,10.9568,1.0222,0.7718,0.4282,0,0,0.8843,0,5.8805,0
ENSG00000245556,SCAMP1-AS1,1.4945,11.3535,1.9628,150.4908,0,1.6085,0,0,0.6236,2.6104,0,14.7059,2.9884
ENSG00000245571,LOC101927204,0,1.796,9.0543,0,1.9938,36.926,8.5401,35.1646,5.4279,12.3922,0,2.6684,2.2873
ENSG00000245573,BDNF-AS,0,0,2.6062,1.8906,0.8572,11.8202,51.5234,29.757,0.7427,2.8811,0,1.8781,4.7222
ENSG00000245598,DACT3-AS1,0,0,0,0,0.7033,0,0,1.7774,0,0.6048,0,4.8689,0
ENSG00000245614,DDX11-AS1,0,0,0,9.6244,0,0,4.7724,0.1641,0,20.4837,4.5337,2.7001,11.594
ENSG00000245648,LOC101928100,0,1.1827,0,6.0109,0,1.3564,0,4.7004,0,12.3765,4.6065,3.6995,1.1405
ENSG00000245680,ZNF585B,0.317,26.6028,5.0836,5.358,18.9592,97.1886,3.0948,34.0667,3.519,15.6468,5.951,4.8056,103.8577
ENSG00000245694,LOC101927480,0,1.8534,1.6247,342.4805,3.0815,0.9935,0,2.3483,0,3.1344,0,28.5003,7.7421
ENSG00000245719,LOC101929076,0,0,0,0.2242,0,0.5631,0,0,0,0,0,0,0
ENSG00000245729,LINC02226,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245748,LOC100129931,0,11.4406,0,0,0,0,0,0,0,31.3286,0,0,0
ENSG00000245812,LINC02202,0,2.6157,0,0,0,14.6866,0,40.9429,0.3198,27.6295,0,0.3207,0.6183
ENSG00000245832,MIR4300HG,0,0,0,0.7901,0,6.9761,0.3493,0,0,3.8643,0,3.2006,0
ENSG00000245848,CEBPA,2.9597,0,0,0,131.3393,271.111,46.8662,97.0841,3.4568,35.0266,27.1789,223.3877,40.3361
ENSG00000245849,RAD51-AS1,7.1662,8.4202,4.3019,8.8414,0.6482,16.337,5.344,4.2667,0,8.4207,87.0859,125.1541,6.6553
